"id","provinsi","kabupaten","kecamatan","id_kabupaten"
"2144",LAMPUNG,LAMPUNG TENGAH,SEPUTIH AGUNG,"13"
"2145",SUMATERA SELATAN,LAHAT,PAGAR GUNUNG,"297"
"2146",DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,GEDANG SARI,"307"
"2147",SUMATERA UTARA,LANGKAT,HINAI,"481"
"2148",PAPUA BARAT,KAIMANA,YAMOR,"337"
"2149",SULAWESI SELATAN,GOWA,SOMBA OPU,"48"
"2150",SUMATERA SELATAN,OGAN KOMERING ULU,LENGKITI,"272"
"2151",JAMBI,TEBO,RIMBO ILIR,"247"
"2152",KALIMANTAN UTARA,NUNUKAN,KRAYAN,"46"
"2153",JAWA BARAT,BEKASI,TAMBUN SELATAN,"452"
"2154",JAWA TIMUR,PONOROGO,NGEBEL,"18"
"2155",SUMATERA BARAT,KEPULAUAN MENTAWAI,PAGAI UTARA,"106"
"2156",KALIMANTAN SELATAN,BALANGAN,HALONG,"235"
"2157",JAWA TENGAH,PURWOREJO,BAGELEN,"182"
"2158",JAWA BARAT,INDRAMAYU,SUKAGUMIWANG,"293"
"2159",SULAWESI TENGGARA,KONAWE UTARA,LANGGIKIMA,"477"
"2160",SULAWESI TENGAH,POSO,LORE TIMUR,"136"
"2161",MALUKU,SERAM BAGIAN TIMUR,TUTUK TOLU,"277"
"2162",JAWA BARAT,KARAWANG,TEMPURAN,"236"
"2163",PAPUA BARAT,TELUK BINTUNI,MANIMERI,"346"
"2164",DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,GIRIMULYO,"365"
"2165",SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,"408"
"2166",ACEH,ACEH SELATAN,LABUHAN HAJI,"149"
"2167",MALUKU UTARA,TIDORE KEPULAUAN,TIDORE TIMUR,"129"
"2168",SUMATERA UTARA,NIAS UTARA,TUGALA OYO,"148"
"2169",JAWA BARAT,TASIKMALAYA,SUKAHENING,"395"
"2170",SUMATERA BARAT,PADANG PARIAMAN,V KOTO TIMUR,"270"
"2171",NUSA TENGGARA TIMUR,MANGGARAI TIMUR,RANA MESE,"290"
"2172",SULAWESI TENGAH,POSO,DANAU,"136"
"2173",SUMATERA SELATAN,MUSI RAWAS UTARA,KARANG JAYA,"254"
"2174",SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BELITANG,"339"
"2175",JAWA BARAT,SUBANG,CIPEUNDEUY,"457"
"2176",SULAWESI SELATAN,SINJAI,BULUPODDO,"10"
"2177",JAWA TENGAH,JEPARA,JEPARA,"294"
"2178",JAWA BARAT,TASIKMALAYA,MANONJAYA,"395"
"2179",SULAWESI UTARA,KOTAMOBAGU,KOTAMOBAGU BARAT,"474"
"2180",JAWA TIMUR,LUMAJANG,GUCIALIT,"391"
"2181",LAMPUNG,TANGGAMUS,PUGUNG,"496"
"2182",JAWA TIMUR,KEDIRI,MOJO,"376"
"2183",SULAWESI TENGAH,PALU,PALU UTARA,"487"
"2184",JAWA BARAT,CIREBON,BEBER,"447"
"2185",SULAWESI TENGGARA,KOLAKA TIMUR,LOEA,"110"
"2186",BANTEN,CILEGON,CILEGON,"488"
"2187",JAWA TENGAH,SUKOHARJO,BULU,"203"
"2188",RIAU,KUANTAN SINGINGI,INUMAN,"93"
"2189",PAPUA BARAT,RAJA AMPAT,WAIGEO SELATAN,"319"
"2190",ACEH,GAYO LUES,TRIPE JAYA,"17"
"2191",JAWA BARAT,BANDUNG BARAT,CILILIN,"187"
"2192",JAWA TIMUR,SURABAYA,PAKAL,"475"
"2193",ACEH,ACEH TENGAH,DANAU,"15"
"2194",JAWA BARAT,PANGANDARAN,SIDAMULIH,"180"
"2195",PAPUA,DOGIYAI,MAPIA TENGAH,"266"
"2196",KALIMANTAN TIMUR,KUTAI BARAT,MUARA LAWA,"285"
"2197",SUMATERA BARAT,PESISIR SELATAN,LUNANG,"375"
"2198",JAWA TIMUR,BLITAR,WONODADI,"234"
"2199",PAPUA,LANNY JAYA,MAKKI,"176"
"2200",SULAWESI TENGGARA,MUNA BARAT,TIWORO KEPULAUAN,"402"
"2201",SUMATERA UTARA,LANGKAT,WAMPU,"481"
"2202",KEPULAUAN BANGKA BELITUNG,PANGKAL PINANG,GIRIMAYA,"492"
"2203",SUMATERA UTARA,TEBING TINGGI,TEBING TINGGI KOTA,"387"
"2204",PAPUA BARAT,TAMBRAUW,HUTAN,"355"
"2205",SULAWESI UTARA,SIAU TAGULANDANG BIARO,SIAU TIMUR SELATAN,"165"
"2206",NUSA TENGGARA BARAT,BIMA,WAWO,"82"
"2207",JAMBI,TANJUNG JABUNG BARAT,SENYERANG,"156"
"2208",JAWA TIMUR,PASURUAN,GEMPOL,"183"
"2209",JAWA TENGAH,GROBOGAN,GROBOGAN,"368"
"2210",SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,NUANGAN,"98"
"2211",KALIMANTAN TIMUR,BALIKPAPAN,BALIKPAPAN SELATAN,"3"
"2212",LAMPUNG,LAMPUNG TENGAH,BUMI NABUNG,"13"
"2213",SULAWESI SELATAN,BANTAENG,GANTARANGKEKE,"442"
"2214",JAWA TENGAH,BANYUMAS,BANYUMAS,"341"
"2215",JAWA TIMUR,SUMENEP,DUNGKEK,"244"
"2216",BANTEN,LEBAK,LEBAKGEDONG,"338"
"2217",RIAU,PELALAWAN,LANGGAM,"494"
"2218",JAWA TIMUR,TRENGGALEK,DURENAN,"160"
"2219",SUMATERA UTARA,NIAS BARAT,LAHOMI,"168"
"2220",BALI,DENPASAR,DENPASAR BARAT,"173"
"2221",JAWA BARAT,BOGOR,TANJUNGSARI,"69"
"2222",SUMATERA UTARA,LANGKAT,PANGKALAN SUSU,"481"
"2223",SUMATERA UTARA,NIAS BARAT,MANDREHE UTARA,"168"
"2224",LAMPUNG,LAMPUNG BARAT,GEDUNG SURIAN,"172"
"2225",PAPUA,PANIAI,ARADIDE,"122"
"2226",SULAWESI TENGAH,POSO,POSO KOTA UTARA,"136"
"2227",KEPULAUAN RIAU,BATAM,SAGULUNG,"132"
"2228",SULAWESI SELATAN,LUWU UTARA,MALANGKE BARAT,"213"
"2229",RIAU,ROKAN HILIR,RIMBA MELINTANG,"291"
"2230",KALIMANTAN BARAT,SANGGAU,BALAI,"103"
"2231",SUMATERA BARAT,DHARMASRAYA,KOTO BARU,"313"
"2232",PAPUA,PEGUNUNGAN BINTANG,OKHIKA,"304"
"2234",PAPUA BARAT,TAMBRAUW,KWOOR,"355"
"2235",BANTEN,PANDEGLANG,CIMANGGU,"154"
"2236",SUMATERA SELATAN,BANYU ASIN,AIR SALEH,"461"
"2237",JAWA TIMUR,JOMBANG,NGUSIKAN,"67"
"2238",SULAWESI SELATAN,KEPULAUAN SELAYAR,BONTOMANAI,"458"
"2239",SUMATERA SELATAN,BANYU ASIN,MUARA PADANG,"461"
"2240",SULAWESI UTARA,MINAHASA UTARA,KEMA,"462"
"2241",JAWA TENGAH,CILACAP,BINANGUN,"260"
"2242",SULAWESI TENGGARA,WAKATOBI,TOGO BINONGKO,"446"
"2243",JAWA TIMUR,KEDIRI,KANDAT,"376"
"2244",SULAWESI SELATAN,LUWU,KAMANRE,"292"
"2245",JAWA TIMUR,NGANJUK,PATIANROWO,"473"
"2246",SULAWESI UTARA,MINAHASA,MANDOLANG,"358"
"2248",SUMATERA SELATAN,MUARA ENIM,TANJUNG AGUNG,"484"
"2249",JAWA BARAT,BANDUNG,PAMEUNGPEUK,"224"
"2250",KALIMANTAN SELATAN,BANJAR,PARAMASAN,"425"
"2251",KALIMANTAN BARAT,SEKADAU,SEKADAU HILIR,"432"
"2252",NUSA TENGGARA TIMUR,SABU RAIJUA,SABU LIAE,"146"
"2253",SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,TIGA DIHAJI,"470"
"2254",JAWA TENGAH,BOYOLALI,MUSUK,"282"
"2255",JAWA BARAT,MAJALENGKA,KERTAJATI,"219"
"2256",RIAU,D U M A I,BUKIT KAPUR,"490"
"2257",LAMPUNG,TULANG BAWANG BARAT,TULANG BAWANG UDIK,"478"
"2258",SULAWESI SELATAN,TANA TORAJA,RANO,"239"
"2259",RIAU,KAMPAR,KAMPAR KIRI TENGAH,"311"
"2260",JAMBI,KERINCI,SIULAK MUKAI,"179"
"2261",RIAU,INDRAGIRI HILIR,TELUK BELENGKONG,"49"
"2262",JAWA TENGAH,KEBUMEN,KARANGGAYAM,"264"
"2263",JAWA TENGAH,SRAGEN,NGRAMPAL,"62"
"2264",SULAWESI TENGGARA,MUNA BARAT,TIWORO SELATAN,"402"
"2265",KALIMANTAN TIMUR,BERAU,BIATAN,"58"
"2266",JAMBI,TANJUNG JABUNG TIMUR,HUTAN,"379"
"2267",KALIMANTAN BARAT,BENGKAYANG,CAPKALA,"353"
"2268",SUMATERA UTARA,PADANG LAWAS,AEK NABARA BARUMUN,"349"
"2269",SULAWESI TENGGARA,KOLAKA UTARA,PAKUE UTARA,"65"
"2270",SULAWESI TENGGARA,KOLAKA UTARA,PAKUE,"65"
"2272",SUMATERA SELATAN,BANYU ASIN,RAMBUTAN,"461"
"2273",ACEH,ACEH TENGAH,JAGONG JEGET,"15"
"2274",JAWA BARAT,INDRAMAYU,KEDOKAN BUNDER,"293"
"2275",PAPUA,JAYAPURA,RAVENIRARA,"115"
"2276",JAWA TIMUR,LUMAJANG,SUMBERSUKO,"391"
"2277",KALIMANTAN BARAT,SINGKAWANG,SINGKAWANG UTARA,"24"
"2278",JAWA BARAT,BEKASI,BABELAN,"452"
"2279",ACEH,ACEH TENGGARA,BAMBEL,"308"
"2280",JAMBI,KERINCI,DEPATI VII,"179"
"2281",JAWA BARAT,MAJALENGKA,ARGAPURA,"219"
"2282",JAMBI,TANJUNG JABUNG BARAT,BATANG ASAM,"156"
"2283",KALIMANTAN SELATAN,TANAH LAUT,BAJUIN,"111"
"2284",NUSA TENGGARA TIMUR,SUMBA TIMUR,KOTA WAINGAPU,"493"
"2285",KALIMANTAN TENGAH,KAPUAS,TIMPAH,"334"
"2286",BANTEN,PANDEGLANG,BANJAR,"154"
"2287",SULAWESI TENGGARA,MUNA,BATALAIWORU,"388"
"2288",MALUKU UTARA,HALMAHERA UTARA,KAO,"396"
"2289",SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA SELATAN,"28"
"2290",SUMATERA UTARA,SAMOSIR,RONGGUR NIHUTA,"147"
"2291",BENGKULU,MUKOMUKO,HUTAN,"135"
"2292",SUMATERA BARAT,SOLOK SELATAN,SANGIR JUJUAN,"453"
"2293",KALIMANTAN BARAT,MELAWI,BELIMBING HULU,"403"
"2294",JAWA BARAT,BANDUNG,BALEENDAH,"224"
"2295",PAPUA BARAT,TELUK WONDAMA,NAIKERE,"61"
"2296",SULAWESI SELATAN,KEPULAUAN SELAYAR,TAKABONERATE,"458"
"2297",JAWA BARAT,KARAWANG,RAWAMERTA,"236"
"2298",PAPUA BARAT,TELUK WONDAMA,ROON,"61"
"2299",SUMATERA BARAT,PAYAKUMBUH,PAYAKUMBUH SELATAN,"491"
"2300",SULAWESI TENGAH,TOLI-TOLI,DAKO PAMEAN,"245"
"2301",JAWA BARAT,BOGOR,BOGOR BARAT,"69"
"2302",KALIMANTAN BARAT,KAYONG UTARA,SIMPANG HILIR,"80"
"2303",KALIMANTAN SELATAN,BARITO KUALA,ANJIR MUARA,"255"
"2304",SUMATERA UTARA,SIMALUNGUN,DOLOK SILAU,"258"
"2305",JAWA BARAT,CIREBON,TENGAH TANI,"447"
"2306",BANTEN,TANGERANG,CIKUPA,"344"
"2307",SUMATERA BARAT,PASAMAN,RAO,"438"
"2308",MALUKU UTARA,HALMAHERA UTARA,TOBELO BARAT,"396"
"2309",SUMATERA UTARA,TAPANULI SELATAN,ANGKOLA SELATAN,"166"
"2310",KALIMANTAN TENGAH,SERUYAN,BATU AMPAR,"348"
"2311",PAPUA,ASMAT,AKAT,"413"
"2312",RIAU,INDRAGIRI HILIR,ENOK,"49"
"2313",KALIMANTAN TENGAH,KAPUAS,TAMBAN CATUR,"334"
"2314",PAPUA,PEGUNUNGAN BINTANG,OKSOP,"304"
"2315",SULAWESI TENGAH,DONGGALA,SOJOL UTARA,"372"
"2316",SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANG ITANG TIMUR,"167"
"2317",SUMATERA UTARA,SAMOSIR,PALIPI,"147"
"2318",JAWA TIMUR,MADIUN,GEMARANG,"284"
"2319",ACEH,BANDA ACEH,JAYA BARU,"469"
"2320",KALIMANTAN BARAT,KETAPANG,SIMPANG DUA,"259"
"2321",SUMATERA SELATAN,OGAN KOMERING ULU,LUBUK BATANG,"272"
"2322",JAWA TIMUR,MAGETAN,MAGETAN,"230"
"32",JAWA TENGAH,WONOSOBO,KALIBAWANG,"415"
"2455",BANTEN,SERANG,CURUG,"198"
"2323",SUMATERA UTARA,PAKPAK BHARAT,KERAJAAN,"72"
"2324",NUSA TENGGARA TIMUR,MANGGARAI TIMUR,ELAR SELATAN,"290"
"2325",SULAWESI SELATAN,LUWU,LAROMPONG,"292"
"2326",KALIMANTAN BARAT,KUBU RAYA,TELOK PA'KEDAI,"36"
"2327",SULAWESI TENGGARA,WAKATOBI,TOMIA TIMUR,"446"
"2328",JAWA BARAT,BANDUNG,PANYILEUKAN,"224"
"2329",DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,"256"
"2330",JAWA BARAT,GARUT,KERSAMANAH,"175"
"2331",KALIMANTAN TENGAH,SUKAMARA,JELAI,"359"
"2332",KALIMANTAN BARAT,KAPUAS HULU,EMBALOH HILIR,"410"
"2333",BALI,GIANYAR,PAYANGAN,"218"
"2334",JAWA TENGAH,SEMARANG,TENGARAN,"201"
"2335",JAWA BARAT,KUNINGAN,CIBEUREUM,"14"
"2336",SULAWESI TENGGARA,KONAWE SELATAN,SABULAKOA,"28"
"2337",JAMBI,TANJUNG JABUNG BARAT,PENGABUAN,"156"
"2338",RIAU,INDRAGIRI HILIR,TEMPULING,"49"
"2339",NUSA TENGGARA BARAT,SUMBAWA,MARONGE,"451"
"2340",PAPUA,YAHUKIMO,KWIKMA,"397"
"2341",SUMATERA UTARA,NIAS SELATAN,FANAYAMA,"77"
"2342",ACEH,ACEH BESAR,KUTA MALAKA,"310"
"2343",NUSA TENGGARA BARAT,SUMBAWA,RHEE,"451"
"2344",NUSA TENGGARA TIMUR,KUPANG,AMARASI TIMUR,"468"
"2345",PAPUA,TOLIKARA,DOW,"141"
"2346",GORONTALO,POHUWATO,PATILANGGIO,"317"
"2347",JAWA BARAT,TASIKMALAYA,PURBARATU,"395"
"2348",SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,"385"
"2349",SUMATERA UTARA,LABUHAN BATU,PANGKATAN,"303"
"2534",BANTEN,LEBAK,CIHARA,"338"
"2350",GORONTALO,BONE BOLANGO,BULANGO SELATAN,"227"
"2351",NUSA TENGGARA TIMUR,SUMBA TIMUR,PINUPAHAR,"493"
"2352",JAWA TENGAH,SRAGEN,SAMBIREJO,"62"
"2353",SULAWESI UTARA,MINAHASA SELATAN,MOTOLING TIMUR,"164"
"3129",ACEH,ACEH SINGKIL,SURO,"125"
"2354",NUSA TENGGARA TIMUR,SABU RAIJUA,HAWU MEHARA,"146"
"2355",JAWA TENGAH,KENDAL,PAGERRUYUNG,"27"
"2356",BENGKULU,BENGKULU UTARA,HULU PALIK,"225"
"2357",JAWA BARAT,DEPOK,SAWANGAN,"233"
"2358",BENGKULU,KEPAHIANG,TEBAT KARAI,"363"
"2359",ACEH,ACEH BARAT DAYA,BLANG PIDIE,"423"
"2360",SUMATERA UTARA,BINJAI,BINJAI BARAT,"306"
"2361",JAWA TIMUR,PROBOLINGGO,BANTARAN,"466"
"2362",SULAWESI TENGAH,DONGGALA,SOJOL,"372"
"2363",NUSA TENGGARA TIMUR,SIKKA,LELA,"170"
"2364",KALIMANTAN SELATAN,KOTA BARU,KELUMPANG BARAT,"373"
"2365",BENGKULU,BENGKULU,KAMPUNG MELAYU,"369"
"2366",RIAU,ROKAN HILIR,KUBU BABUSSALAM,"291"
"2367",JAWA BARAT,BEKASI,MUSTIKAJAYA,"452"
"2368",JAWA TIMUR,SUMENEP,LENTENG,"244"
"2369",JAWA TENGAH,KARANGANYAR,KEBAKKRAMAT,"268"
"2370",SULAWESI UTARA,MINAHASA,TONDANO UTARA,"358"
"2371",KALIMANTAN UTARA,NUNUKAN,LUMBIS OGONG,"46"
"2372",SUMATERA SELATAN,LUBUKLINGGAU,LUBUK LINGGAU TIMUR II,"134"
"2373",NUSA TENGGARA TIMUR,FLORES TIMUR,ADONARA BARAT,"138"
"2374",JAWA BARAT,KARAWANG,CILEBAR,"236"
"2375",JAWA BARAT,SUBANG,CIBOGO,"457"
"2376",KALIMANTAN UTARA,NUNUKAN,SEBATIK TENGAH,"46"
"2377",NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIKOMI NILULAT,"96"
"2378",SUMATERA SELATAN,LAHAT,PAJAR BULAN,"297"
"2379",JAWA TIMUR,MALANG,BANTUR,"39"
"2380",PAPUA,NABIRE,WAPOGA,"12"
"2381",LAMPUNG,LAMPUNG BARAT,SUOH,"172"
"2382",SUMATERA UTARA,SERDANG BEDAGAI,TEBINGTINGGI,"231"
"2383",MALUKU UTARA,HALMAHERA SELATAN,BACAN BARAT UTARA,"97"
"2384",KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN,"73"
"2385",SULAWESI SELATAN,ENREKANG,MASALLE,"140"
"2386",SULAWESI TENGGARA,BOMBANA,KABAENA TIMUR,"92"
"2387",MALUKU,MALUKU BARAT DAYA,PULAU WETANG,"426"
"2388",MALUKU UTARA,HALMAHERA TENGAH,PULAU GEBE,"237"
"2389",KALIMANTAN SELATAN,HULU SUNGAI UTARA,PAMINGGIR,"90"
"2390",SUMATERA UTARA,TANJUNG BALAI,TANJUNG BALAI SELATAN,"454"
"2391",SUMATERA UTARA,LANGKAT,KUALA,"481"
"2392",JAWA TENGAH,KENDAL,PATEAN,"27"
"2393",NUSA TENGGARA TIMUR,ALOR,PANTAR TENGAH,"267"
"2394",LAMPUNG,LAMPUNG BARAT,SEKINCAU,"172"
"2395",ACEH,ACEH SELATAN,SAMA DUA,"149"
"2396",KEPULAUAN RIAU,NATUNA,SERASAN,"400"
"2397",JAWA TIMUR,MALANG,PAGAK,"39"
"2398",SUMATERA BARAT,PASAMAN BARAT,LUHAK NAN DUO,"362"
"2399",JAWA TENGAH,WONOGIRI,WONOGIRI,"216"
"2400",SULAWESI TENGGARA,KENDARI,NAMBO,"145"
"2401",MALUKU UTARA,KEPULAUAN SULA,SULABESI TIMUR,"287"
"2402",GORONTALO,GORONTALO,HULONTHALANGI,"53"
"2403",SULAWESI SELATAN,TORAJA UTARA,SA'DAN,"286"
"2404",JAWA TENGAH,KUDUS,BAE,"70"
"2405",KEPULAUAN RIAU,BATAM,SEI BEDUK,"132"
"2406",SUMATERA SELATAN,PRABUMULIH,PRABUMULIH BARAT,"222"
"2407",BANTEN,PANDEGLANG,MEKARJAYA,"154"
"2408",DKI JAKARTA,JAKARTA BARAT,KALI DERES,"312"
"2409",SUMATERA SELATAN,OGAN KOMERING ILIR,MESUJI,"238"
"2410",SUMATERA UTARA,PADANG LAWAS,BATANG LUBU SUTAM,"349"
"2411",SULAWESI SELATAN,GOWA,BAJENG,"48"
"2412",JAWA TENGAH,TEGAL,MARGADANA,"88"
"2413",JAWA BARAT,BANDUNG BARAT,CISARUA,"187"
"2414",PAPUA,MAPPI,HAJU,"151"
"2415",KALIMANTAN BARAT,KETAPANG,MANIS MATA,"259"
"2416",KALIMANTAN BARAT,SEKADAU,BELITANG HILIR,"432"
"2417",JAWA BARAT,BOGOR,JASINGA,"69"
"2418",JAWA TENGAH,BATANG,BANYUPUTIH,"196"
"2419",JAWA TENGAH,WONOGIRI,GIRIWOYO,"216"
"2420",SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,BUAY SANDANG AJI,"470"
"2421",JAWA TIMUR,LAMONGAN,GLAGAH,"94"
"2422",SUMATERA SELATAN,MUSI RAWAS UTARA,ULU RAWAS,"254"
"2423",SULAWESI SELATAN,GOWA,BIRINGBULU,"48"
"2424",JAWA BARAT,BOGOR,GUNUNG PUTRI,"69"
"2425",SULAWESI SELATAN,BULUKUMBA,UJUNG LOE,"250"
"2426",JAWA BARAT,SUBANG,DAWUAN,"457"
"2427",PAPUA,JAYAWIJAYA,KORAGI,"181"
"2428",KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAU BESAR,"214"
"2429",SULAWESI TENGAH,POSO,PAMONA SELATAN,"136"
"2430",PAPUA,PUNCAK,SINAK,"330"
"2431",NUSA TENGGARA BARAT,SUMBAWA,ORONG TELU,"451"
"2432",JAWA TENGAH,TEMANGGUNG,TEMBARAK,"398"
"2433",BALI,KLUNGKUNG,NUSAPENIDA,"471"
"2434",GORONTALO,BONE BOLANGO,BONE,"227"
"1157",JAWA TIMUR,LAMONGAN,SEKARAN,"94"
"2435",GORONTALO,POHUWATO,DENGILO,"317"
"2436",SUMATERA SELATAN,EMPAT LAWANG,PENDOPO BARAT,"459"
"2437",JAWA BARAT,MAJALENGKA,SINDANGWANGI,"219"
"2438",JAWA TENGAH,CILACAP,CIPARI,"260"
"2439",JAWA TENGAH,KENDAL,SINGOROJO,"27"
"2440",PAPUA,KEPULAUAN YAPEN,TELUK AMPIMOI,"296"
"2441",BANTEN,LEBAK,CIBEBER,"338"
"2442",SULAWESI TENGAH,POSO,LORE BARAT,"136"
"2443",SUMATERA BARAT,DHARMASRAYA,KOTO BESAR,"313"
"2444",JAWA TIMUR,KEDIRI,NGANCAR,"376"
"2445",SULAWESI SELATAN,TANA TORAJA,BONGGAKARADENG,"239"
"2446",SUMATERA UTARA,KARO,DOLAT RAYAT,"22"
"2447",DAERAH ISTIMEWA YOGYAKARTA,BANTUL,PAJANGAN,"192"
"2448",SUMATERA UTARA,NIAS SELATAN,MANIAMOLO,"77"
"2449",JAWA TENGAH,WONOSOBO,SUKOHARJO,"415"
"2450",KALIMANTAN TENGAH,KAPUAS,SELAT,"334"
"2451",RIAU,BENGKALIS,BANDAR LAKSAMANA,"99"
"2452",JAWA TENGAH,PURBALINGGA,KALIMANAH,"47"
"2453",JAWA TENGAH,JEPARA,WELAHAN,"294"
"2454",NUSA TENGGARA BARAT,BIMA,PARADO,"82"
"2456",ACEH,SUBULUSSALAM,PENANGGALAN,"405"
"2457",SULAWESI TENGAH,DONGGALA,BALAESANG TANJUNG,"372"
"2458",BANTEN,PANDEGLANG,BOJONG,"154"
"2459",SULAWESI UTARA,MINAHASA UTARA,WORI,"462"
"2460",DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,"29"
"2461",KEPULAUAN RIAU,BATAM,BENGKONG,"132"
"2462",RIAU,INDRAGIRI HILIR,BATANG TUAKA,"49"
"2463",JAWA TIMUR,SAMPANG,TORJUN,"343"
"2464",JAWA TIMUR,BOJONEGORO,TAMBAKREJO,"223"
"2465",PAPUA,BOVEN DIGOEL,MANDOBO,"422"
"2466",PAPUA,DOGIYAI,SUKIKAI SELATAN,"266"
"2467",JAMBI,KERINCI,AIR HANGAT BARAT,"179"
"2468",SULAWESI TENGAH,SIGI,KULAWI,"81"
"2469",SUMATERA UTARA,TAPANULI UTARA,MUARA,"243"
"2470",KALIMANTAN SELATAN,BALANGAN,AWAYAN,"235"
"2471",BENGKULU,BENGKULU SELATAN,ULU MANNA,"178"
"2472",JAWA TENGAH,PEMALANG,MOGA,"177"
"2473",KALIMANTAN TENGAH,BARITO SELATAN,KARAU KUALA,"476"
"2474",SULAWESI TENGAH,SIGI,PALOLO,"81"
"2475",RIAU,PEKANBARU,TAMPAN,"152"
"2476",JAWA BARAT,KUNINGAN,LURAGUNG,"14"
"2477",SULAWESI TENGGARA,BUTON,KAPONTORI,"246"
"2478",PAPUA BARAT,TELUK BINTUNI,BABO,"346"
"2479",JAWA TIMUR,PONOROGO,BABADAN,"18"
"2480",JAWA TENGAH,WONOSOBO,KEPIL,"415"
"2481",JAWA TENGAH,KEBUMEN,MIRIT,"264"
"2482",LAMPUNG,LAMPUNG TENGAH,SEPUTIH SURABAYA,"13"
"2483",LAMPUNG,LAMPUNG SELATAN,PULAU,"428"
"2484",SULAWESI UTARA,KEPULAUAN TALAUD,SALIBABU,"162"
"2485",JAWA TENGAH,KLATEN,CEPER,"465"
"2486",JAWA TENGAH,PURBALINGGA,KEJOBONG,"47"
"2487",SUMATERA BARAT,PESISIR SELATAN,LINGGO SARI BAGANTI,"375"
"2488",SULAWESI TENGAH,MOROWALI UTARA,PETASIA,"364"
"2489",JAWA TIMUR,TRENGGALEK,POGALAN,"160"
"2490",SUMATERA SELATAN,PRABUMULIH,PRABUMULIH SELATAN,"222"
"2491",SUMATERA UTARA,TOBA SAMOSIR,NASSAU,"497"
"2492",JAWA BARAT,TASIKMALAYA,SUKARATU,"395"
"2493",JAWA BARAT,DEPOK,CINERE,"233"
"2494",JAWA TENGAH,SRAGEN,TANON,"62"
"2495",JAWA BARAT,GARUT,BANJARWANGI,"175"
"2496",RIAU,KAMPAR,KOTO KAMPAR HULU,"311"
"2497",KALIMANTAN SELATAN,KOTA BARU,KELUMPANG TENGAH,"373"
"2498",JAWA BARAT,BOGOR,CITEUREUP,"69"
"2499",JAWA TIMUR,PASURUAN,BUGULKIDUL,"183"
"2500",JAWA BARAT,CIANJUR,NARINGGUL,"188"
"2501",DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,SAMIGALUH,"365"
"2502",LAMPUNG,LAMPUNG TENGAH,ANAK RATU AJI,"13"
"2503",JAMBI,KERINCI,GUNUNG RAYA,"179"
"2504",PAPUA,INTAN JAYA,WANDAI,"33"
"2505",PAPUA,PANIAI,KEBO,"122"
"2506",SULAWESI TENGAH,PALU,PALU TIMUR,"487"
"2507",KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,CEMPAGA HULU,"34"
"2508",SUMATERA BARAT,PASAMAN,RAO SELATAN,"438"
"2509",KALIMANTAN TENGAH,KAPUAS,KAPUAS HILIR,"334"
"2510",NUSA TENGGARA TIMUR,KUPANG,MAULAFA,"468"
"2724",JAWA TIMUR,MALANG,NGANTANG,"39"
"2511",NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI ANLEU,"96"
"2512",PAPUA,PEGUNUNGAN BINTANG,KOLOMDOL,"304"
"2513",LAMPUNG,WAY KANAN,BUAY  BAHUGA,"64"
"2514",JAWA TENGAH,SEMARANG,BERGAS,"201"
"2515",JAWA BARAT,CIAMIS,CIHAURBEUTI,"440"
"2516",SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,"164"
"2680",PAPUA,NDUGA,WOSAK,"40"
"2517",SULAWESI TENGAH,POSO,LORE TENGAH,"136"
"2518",BANTEN,PANDEGLANG,CIGEULIS,"154"
"2519",JAWA BARAT,BANDUNG BARAT,PARONGPONG,"187"
"2520",MALUKU UTARA,PULAU TALIABU,TALIABU SELATAN,"68"
"2521",JAWA TIMUR,PASURUAN,TOSARI,"183"
"2522",JAWA TENGAH,SRAGEN,PLUPUH,"62"
"2523",BENGKULU,BENGKULU TENGAH,PONDOK KUBANG,"190"
"2524",PAPUA,YAHUKIMO,DEKAI,"397"
"2526",GORONTALO,BONE BOLANGO,SUWAWA TIMUR,"227"
"2527",SUMATERA UTARA,NIAS BARAT,MANDREHE,"168"
"2528",PAPUA BARAT,SORONG SELATAN,SAWIAT,"242"
"2529",JAWA BARAT,BANDUNG,CIDADAP,"224"
"2530",SULAWESI TENGAH,BANGGAI,PAGIMANA,"386"
"2531",SUMATERA BARAT,PASAMAN BARAT,KINALI,"362"
